voltage,current,temperature,cycle,SOC,SOH
10.123620356542087,-1.010873452266412,39.599966219799406,90,42.90118875936216,97.02974748738218
11.852142919229749,-1.3367032301487738,28.69023991197423,165,99.1512366987584,94.2485865709013
11.195981825434215,-2.5907686999771196,31.93279388739772,160,81.06287470856284,94.58322655306138
10.79597545259111,0.8581333608119035,38.26561273715637,5,60.37363756510518,100.0
9.46805592132731,-0.18700671593096896,34.6417868904896,140,17.997738212168983,95.54794140797867
9.467983561008609,2.9256079385920293,39.77142077269788,204,11.239716341679792,93.45094571694486
9.174250836504598,-3.743123356143534,44.224158024457196,19,19.0110012120702,99.70562141853623
11.598528437324806,1.1509434204410107,27.33093375430395,99,84.20644277725177,96.6393990029211
10.803345035229626,2.103591028092489,39.19135432796122,164,57.690794469681876,94.11639433594
11.124217733388136,2.0758925535064563,29.60688311264229,44,66.53890301836684,98.69892473566209
9.061753482887408,3.088591736764201,33.28953454815139,226,0.0,92.29918042087678
11.909729556485983,1.8322699426359526,25.657254515902796,51,92.54176126279012,98.60893625504735
11.497327922401265,3.4224804931815704,27.71814764585398,145,75.23169237625903,95.17909329102721
9.637017332034828,-1.3387472014328683,31.395545780977994,280,25.859888227605374,90.91201648548937
9.545474901621303,0.025675334012344564,31.8397161057597,122,19.48625160683116,95.91018046050796
9.5502135295603,-3.8873626937368746,42.99170432924191,206,31.65719858553393,93.03140243391893
9.912726728878614,-3.9443393015736703,39.8362581853303,296,43.25232418695403,90.24244843300093
10.574269294896713,-2.078987036387841,44.44365936374082,101,61.56184262694152,96.70672005212484
10.295835055926347,-3.193542422887318,36.981430206704815,273,53.57464396277081,90.72820341130232
9.873687420594125,-1.918309056513971,29.83427464182636,128,34.88554158945438,95.72814052782175
10.835558684167138,-2.583653643772821,31.553100598432856,166,68.95504370135656,94.38029212066789
9.418481581956126,-3.771839801290814,31.396718465839342,201,24.658329261599096,93.33063460025951
9.876433945605655,3.274433171248395,31.52988655326503,101,22.33435923605384,96.62812241185952
10.099085529881075,-3.934214948888868,38.459283462236314,70,49.16357839403858,97.68713508534975
10.368209952651108,1.8886571546966833,35.61615856180833,7,43.00858724732357,99.76899200318545
11.35552788417904,-2.7828169046438678,32.70848356173288,161,87.01633511325758,94.58044692686062
9.599021346475078,3.2978369759968,27.981795374574332,72,12.319144850758816,97.6539463956902
10.542703315240836,3.1423675167190863,25.44278325884292,26,43.656081701332056,99.01956581576763
10.777243706586127,1.2312091709540587,29.376693551753853,168,57.038772669169845,94.64726687022286
9.139351238159993,1.3778731984048411,27.149428079373624,262,1.6302438918623754,91.26427779820008
10.822634555704315,-3.9572868642424917,40.70890061704479,287,73.78948247415904,90.55966753850663
9.511572371061874,3.8789725289088164,27.249959156277708,72,7.804972877712629,97.51981190974476
9.195154778955839,3.022660828606515,39.484564746136726,208,1.8454201762390245,93.00300910989324
11.84665661176,3.160849805840736,32.713173795521655,98,88.52906396983585,96.87166301022324
11.896896099223678,1.2739562964069755,26.46756779487552,30,93.6718261254136,99.1139629144661
11.425192044349384,-1.2417045707637078,41.254600988631715,32,87.19491643628174,98.9149261241718
9.913841307520112,3.1491891927238465,36.59261140473227,212,24.906926216473913,92.66560410678262
9.293016342019152,-1.6678645747904612,29.71523025727146,144,14.879918889068854,95.121392592906
11.05269907953647,0.5016923467376229,42.893623486653354,98,70.7477964817023,96.72007349481437
10.320457481218805,-3.202152221248941,25.90516627741103,179,52.20166318256471,93.93097543804409
9.366114704534336,3.3756450410620014,29.036392163955256,134,4.5719893146139245,95.34250557903025
10.48553073033381,-2.8738363378302934,40.04093855611722,189,59.71046956692618,93.82810163161723
9.103165563345655,-2.200825554156742,39.18755860619778,29,11.778427718153251,99.00625217467692
11.727961206236346,0.4650732650257199,30.785433874489563,81,90.9264438202118,97.57133347027667
9.77633994480005,2.1127440017038523,26.24049750705566,56,20.844237657153165,98.10819171765779
10.987566853061946,0.9548104474903916,42.16156144449887,173,67.29751460557198,94.25994992598275
